FROMCOMID,TOCOMID
7624624,7624656
7624622,7624624
7624620,7624622
7624582,7624620
7624548,7624582
7624496,7624548
7624456,7624496
7624442,7624456
7624430,7624442
7624396,7624430
7624358,7624396
7624356,7624358
7624334,7624356
7624324,7624334
7624276,7624324
7624242,7624276
7624238,7624242
7624214,7624238
7624186,7624214
7624158,7624186
7624138,7624158
7624116,7624138
7624030,7624116
7624000,7624030
7623996,7624000
7623976,7623996
7623964,7623976
7623954,7623964
7623942,7623954
7623918,7623942
7623892,7623918
7623890,7623892
7624998,7625040
7625796,7624998
7624888,7625796
7624872,7624888
7624844,7624872
7624834,7624844
7637432,7624826
7624802,7637432
7624826,7624834
7624800,7624802
7624798,7624800
7624782,7624798
7624766,7624782
7624760,7624766
7624746,7624760
7624648,7624746
7624634,7624648
7624608,7624634
7624556,7624608
7624534,7624556
7624468,7624534
7624470,7624468
7624446,7624470
7625256,7626100
7625882,7625256
7625250,7625882
7625246,7625250
7625238,7625246
7625214,7625238
7625198,7625214
7625180,7625198
7625174,7625180
7625158,7625174
7625156,7625158
7625152,7625156
7625154,7625152
7625146,7625154
7625142,7625146
7625140,7625142
7625132,7625140
7625122,7625132
7625834,7625122
7625828,7625834
7625074,7625828
7625052,7625074
7625012,7625052
7624982,7625012
7629714,7630616
7629720,7629714
7629722,7629720
7629732,7629722
7629742,7629732
7629744,7629742
7629746,7629744
7629784,7629746
7629814,7629784
7629856,7629814
7629866,7629856
7629880,7629866
7629916,7629880
7629926,7629916
7629942,7629926
7629950,7629942
7629944,7629950
7629940,7629944
941010101,7629940
941010102,941010101
7629984,941010102
7629960,7629984
7629982,7629960
7630022,7629982
7630038,7630022
7630056,7630038
7630058,7630056
7630082,7630058
7630094,7630082
7630110,7630094
7630118,7630110
7630152,7630118
7630156,7630152
7630164,7630156
7630212,7630164
7630576,7630212
7626958,7629216
7628772,7626958
7627038,7628772
7627044,7627038
7627044,7627036
7627070,7627044
7627122,7627080
7627118,7627122
7627132,7627118
7627130,7627132
7627168,7627130
7627216,7627168
7627252,7627216
7627270,7627252
7627296,7627270
7627340,7627296
7627340,7627294
7627382,7627340
7627400,7627382
7627408,7627400
7627428,7627408
7627436,7627428
7627448,7627436
7628868,7629396
7629396,7629394
7628068,7628868
7628024,7628068
7628028,7628024
7628032,7628028
7628052,7628032
7627974,7628052
7627992,7627974
7628020,7627992
7628020,7627990
7628026,7628020
7628830,7628026
7627938,7628830
7627934,7627938
7628832,7627934
7628832,7627932
7627972,7628832
7627980,7627972
7627994,7627980
7627996,7627994
7627998,7627996
7627998,7628000
7628006,7627998
7628036,7628006
7628062,7628036
7628062,7628038
7628102,7628062
7628116,7628102
7628080,7628116
7628042,7628080
7628072,7628042
7628072,7628044
7627964,7628072
7627970,7627964
7627970,7627966
7627954,7627970
7628866,7627954
7627982,7628866
7628064,7627982
7627976,7628064
7627984,7627976
7627984,7627978
7628054,7627984
7628056,7628054
7628050,7628056
7627960,7628050
7627948,7627960
7628850,7627948
7628850,7627950
7628852,7628850
7628856,7628852
7628008,7628856
7628002,7628008
7628862,7628002
7627928,7628862
7628858,7627928
7628014,7628858
7628010,7628014
7627956,7628010
7630224,7627962
7627962,7627956
7630592,7630224
7630590,7630592
7630226,7630590
7630232,7630226
7630242,7630232
7630238,7630242
7630246,7630238
7630248,7630246
7630284,7630248
7630304,7630284
7630310,7630304
7630330,7630310
7630382,7630330
7630388,7630382
7630406,7630388
7630414,7630406
7630480,7630414
7630492,7630480
7630506,7630492
7630512,7630508
7630508,7630506
7630526,7630512
7628142,7628056
7628166,7628142
7628180,7628166
7628170,7628180
7628200,7628170
7628208,7628200
7628284,7628208
7628308,7628284
7628324,7628308
7628402,7628324
7628410,7628402
7628436,7628410
7628470,7628436
7628506,7628470
7628528,7628506
7628556,7628528
7628582,7628556
7628584,7628582
7628594,7628584
7628620,7628594
7628110,7628054
7628114,7628110
7628126,7628114
7628176,7628126
7628196,7628176
7628238,7628196
7628328,7628238
7628352,7628328
7628380,7628352
7628422,7628380
7628460,7628422
7628886,7628460
7628498,7628492
7628496,7628498
7628492,7628886
7628504,7628496
7629790,7629784
7629806,7629790
7629804,7629806
7629808,7629804
7629802,7629808
7629816,7629802
7629828,7629816
7629832,7629828
7629844,7629832
7629864,7629844
7629876,7629864
7629886,7629876
7629898,7629894
7629894,7629886
7629900,7629898
7629904,7629900
7627164,7629436
7627182,7627164
7628794,7627182
7627262,7629284
7629284,7629304
7627220,7627262
7627206,7627220
7627180,7627206
7627096,7627180
7628780,7627096
7627076,7628780
7629708,7629722
7629710,7629708
7629726,7629710
7629728,7629726
7629948,7629926
7629964,7629948
7629990,7629964
7630024,7629990
7630032,7630024
7630112,7630032
7630090,7630094
7630072,7630090
7630052,7630072
7628076,7629398
7629398,7629402
7628046,7628076
7627988,7628046
7628824,7627988
7627924,7628824
7627878,7627924
7630596,7630246
7630218,7630596
7630220,7630218
7630230,7630220
7630260,7630230
7630276,7630260
7628596,7628594
7628570,7628596
7627540,7627562
7627514,7627540
7627442,7627514
7628802,7627442
7627424,7628802
7627422,7627424
7627390,7627422
7627384,7627390
7627376,7627384
7627358,7627376
7627142,7627272
7627272,7627358
7628404,7628402
7628434,7628404
7628438,7628434
7628424,7628438
7628430,7628424
7628466,7628430
7628484,7628466
7628522,7628484
7628524,7628522
7630528,7628566
7628566,7628524
7628030,7628014
7628034,7628030
7630244,7628034
7630254,7630244
7630278,7630254
7630298,7630278
7630338,7630298
7630342,7630338
7630374,7630342
7630402,7630374
7630424,7630402
7627470,7629324
7629324,7629328
7627548,7627470
7627628,7627548
7627900,7629374
7629374,7629384
7627884,7627900
7627846,7627884
7627822,7627846
7627766,7627822
7627722,7627766
7627656,7629330
7629330,7629336
7628810,7627656
7627616,7628810
7627600,7627616
7627592,7627606
7627606,7627600
7629826,7629814
7629830,7629826
7629878,7629830
7628332,7628308
7628298,7628320
7628320,7628332
7628270,7628298
7628274,7628270
7628276,7628274
7628276,7628282
7628266,7628276
7628262,7628266
7628258,7628262
7628258,7628260
7628250,7628258
7628244,7628250
7628236,7628244
7628218,7628236
7628272,7628218
7628108,7628102
7628128,7628108
7628134,7628128
7628182,7628134
7628212,7628182
7628246,7628212
7628304,7628246
7628334,7628304
7628344,7628334
7628440,7628344
7627896,7628850
7627868,7627896
7627848,7627868
7627798,7627848
7627780,7627798
7627688,7627780
7627678,7627688
7627568,7627678
7626898,7629110
7626904,7626898
7626908,7626904
7626908,7626902
7626954,7626908
7628314,7629412
7629412,7629414
7628288,7628314
7628290,7628288
7628292,7628290
7628316,7628306
7630210,7630592
7630206,7630210
7630200,7630206
7630192,7630200
7630170,7630192
7630146,7630170
7627770,7630146
7627758,7627770
7627736,7627758
7630046,7630022
7630068,7630046
7630070,7630068
7630076,7630070
7630086,7630076
7630120,7630086
7624474,7624476
7624422,7624474
7624376,7624422
7624322,7624376
7624300,7624322
7624222,7624300
7621984,7622018
7621998,7621984
7622002,7621998
7623346,7622002
7622004,7623346
7622048,7622004
7624736,7624756
7624700,7624736
7624688,7624700
7624684,7624688
7624674,7624684
7624654,7624674
7624616,7624654
7624598,7624616
7624596,7624598
7624552,7624596
7624508,7624552
7624488,7624508
7624460,7624488
7624432,7624460
7624414,7624432
7624402,7624414
7624370,7624390
7624390,7624402
7621670,7621672
7621610,7621670
7621586,7621610
7621566,7621586
7621550,7621566
7621972,7622052
7622052,7622056
7621954,7621972
7621916,7621954
7621878,7621916
7622338,7622370
7622360,7622338
7622316,7622360
7622314,7622316
7622318,7622314
7622332,7622318
7622358,7622332
7622340,7622358
7622346,7622340
7622356,7622346
7622374,7622356
7623408,7622374
7622350,7623408
7622546,7622540
7622620,7622546
7622630,7622620
7622638,7622630
7622682,7622638
7622720,7622682
7622770,7622720
7622786,7622770
7622796,7622786
7622794,7622796
7622820,7622794
7622852,7622820
7622854,7622852
7622864,7622854
7622066,7622050
7622088,7622066
7622124,7622088
7622140,7622124
7622156,7622140
7622170,7622156
7622176,7622170
7622166,7622176
7622148,7622166
7623352,7622148
7622136,7623352
7623322,7621576
7621556,7623322
7621554,7621556
7621502,7621554
7621470,7621502
7621448,7621470
7621428,7621448
7621424,7621428
7621404,7621424
7621398,7621404
7620706,7621398
7620698,7620706
7620678,7620698
7620640,7620678
7620632,7620640
7620608,7620632
7620586,7620608
7620580,7620586
7620576,7620580
7620562,7620576
7620558,7620562
7620546,7620558
7624198,7624226
7626242,7624198
7621684,7626242
7621662,7621684
7621634,7621662
7621602,7621634
7621590,7621602
7621600,7621590
7621598,7621600
7621578,7621606
7621526,7621578
7621460,7621526
7621408,7621460
7620722,7621400
7625150,7625156
7625080,7625150
7625058,7625080
7625038,7625058
7624970,7625006
7625006,7625038
7624962,7624970
7624956,7624962
7625786,7624956
7623960,7623966
7623946,7623960
7623930,7623946
7623916,7623930
7623912,7623916
7623902,7623912
7623886,7623902
941010170,7623886
941010171,941010170
7623872,941010171
7621026,7621028
7621028,7623872
7624588,7624632
7624578,7624588
7624538,7624578
7624526,7624538
7624458,7624526
7624400,7624458
7621864,7621932
7621852,7621864
7621836,7621852
7621782,7621836
7621746,7621782
7621740,7621746
7621676,7621740
7621636,7621676
7625084,7625830
7624990,7625084
7624968,7624990
7624606,7624634
7624592,7624606
7624520,7624592
7624514,7624520
7624502,7624514
7624484,7624502
7623344,7621936
7622394,7622404
7622300,7622394
7622278,7622300
7623372,7622278
7622222,7623372
7622160,7622222
7622114,7622160
7621960,7622114
7621948,7621960
7622784,7622810
7622744,7622784
7622722,7622744
7622674,7622722
7622550,7622560
7622498,7622550
7623416,7622498
7622408,7623416
7623410,7622408
7622296,7623404
7623404,7623410
7624296,7624348
7621754,7624296
7621732,7621754
7621728,7621732
7625842,7626260
7626260,7626298
7625126,7625842
7625118,7625126
7625062,7625118
7625046,7625062
7624946,7625046
7625812,7624946
7624906,7625812
7625022,7625104
7625794,7625022
7625818,7625794
7622274,7622354
7622260,7622274
7622258,7622260
7623382,7622258
7622218,7623382
7623218,7623712
7623184,7623218
7623180,7623184
7623570,7623180
7623162,7623570
7623134,7623162
7623120,7623134
7623088,7623120
7623070,7623088
7622970,7623070
7625808,7624952
7624890,7625808
7624868,7624890
7624768,7624820
7624820,7624868
7621970,7624542
7624542,7624574
7625930,7626184
7625396,7625930
7622622,7622628
7622592,7622622
7622558,7622592
7622510,7622558
7622482,7622510
7622468,7622482
7622422,7622468
7622372,7622422
7623366,7622372
7622208,7623366
7621876,7624426
7624426,7624472
7621888,7621876
7621892,7621888
7621890,7621892
7624762,7624766
7624780,7624762
7624786,7624780
7624792,7624786
7624734,7624792
7624726,7624734
7624714,7624726
7624716,7624714
7624716,7624728
7624712,7624716
7624680,7624712
7624140,7624158
7624070,7624140
7623980,7624070
7623938,7623980
7625218,7626302
7625176,7625856
7625284,7626138
7625912,7625284
7625314,7625912
7622972,7625314
7624434,7624442
7624436,7624434
7624436,7624444
7624412,7624436
7624394,7624412
7624380,7624394
7624362,7624380
7624314,7624362
7624260,7624314
7624194,7624260
7624190,7624194
7624182,7624190
7624176,7624182
7624162,7624176
7625762,7624162
7624150,7625762
7624136,7624150
7624098,7624136
7623868,7623876
7621034,7623868
7620752,7637428
7623866,7623876
7637428,7623866
7623876,941010066
7624350,7624318
7625286,7625908
7625904,7626348
7625336,7626356
7626356,7626186
7625526,7625532
7625466,7625476
7621388,941010067
7629632,7629650
7629994,941010104
7628760,7626936
7628760,7626934
7627056,7627052
7627068,7627056
7627082,7627080
7627060,7627056
7626778,7626782
7628412,7629424
7629424,7629420
7628356,7629416
7629416,7629422
7628280,7628314
7628872,7628290
7628880,7628306
7628878,7628292
7628340,7628288
7628358,7628340
7628156,7629404
7629404,7629408
7628826,7628024
7628828,7628052
7627936,7628830
7628834,7627980
7627910,7628836
7628836,7627998
7628070,7628062
7628048,7628070
7628838,7628070
7628078,7628116
7628840,7627970
7627912,7628840
7627918,7628840
7628842,7627954
7627920,7628842
7627852,7627920
7627752,7627808
7627808,7627852
7627744,7627752
7628812,7627744
7627662,7628812
7627636,7627644
7627644,7627662
7627604,7627636
7627844,7627850
7627850,7627920
7627834,7627844
7627828,7627834
7627882,7627844
7627804,7627834
7627764,7627806
7627806,7627852
7627742,7627752
7627686,7627744
7627660,7628812
7627642,7627662
7627620,7627642
7628816,7628842
7627872,7627914
7627914,7628816
7627916,7628816
7627952,7628866
7628846,7627952
7628844,7627952
7627986,7627984
7628848,7628050
7627940,7628848
7627942,7628848
7627866,7627896
7627786,7627866
7627762,7627786
7627756,7627762
7627732,7627756
7627666,7627732
7627610,7627646
7627646,7627666
7627510,7627610
7627796,7627812
7627812,7627776
7627776,7627762
7627730,7627756
7627508,7627610
7627648,7627666
7627590,7627648
7627458,7627590
7627668,7627732
7627652,7627668
7627654,7627668
7627754,7627786
7627788,7627866
7627720,7627774
7627774,7627788
7627772,7627788
7627778,7627798
7627712,7627778
7627632,7627712
7627624,7627632
7627710,7627778
7627598,7627630
7627630,7627712
7627622,7627632
7627566,7627678
7627680,7627688
7627714,7627780
7627746,7627714
7627830,7627848
7627892,7627868
7627898,7627892
7627854,7627898
7627704,7627854
7627672,7627704
7627664,7627672
7627582,7627664
7627530,7627582
7627526,7627530
7627494,7627526
7627478,7627494
7627484,7627468
7627486,7627484
7627468,7627478
7627498,7627486
7627512,7627498
7627550,7627512
7627554,7627550
7627556,7627554
7627564,7627556
7630034,7627564
7630628,7630034
7627810,7627890
7627890,7627892
7627800,7627810
7627802,7627810
7627670,7627704
7627638,7627670
7627574,7627612
7627612,7627638
7627572,7627574
7627544,7627572
7627536,7627544
7627546,7627572
7627534,7627544
7627570,7627574
7627614,7627638
7627640,7627670
7627528,7627582
7627524,7627530
7627492,7627526
7627476,7627494
7627466,7627478
7627488,7627486
7627542,7627554
7630014,7627558
7627558,7627556
7630626,7630034
7630054,7630626
7627552,7627550
7627584,7627596
7627596,7627664
7627588,7627584
7627626,7627584
7627682,7627672
7627706,7627854
7627726,7627706
7627708,7627728
7627728,7627726
7627716,7627708
7627734,7627716
7627718,7627716
7627832,7627782
7627782,7627726
7627888,7627898
7628860,7628002
7627902,7628862
7627840,7627902
7627930,7627928
7627922,7627930
7627860,7627864
7627864,7627922
7627856,7627860
7627862,7627922
7628864,7628010
7627874,7630594
7630594,7627958
7627958,7627956
7627838,7630178
7630178,7630192
7627748,7627758
7627760,7627770
7630106,7627760
7630148,7630170
7630140,7630148
7630138,7630148
7630132,7630138
7630134,7630138
7630194,7630200
7630208,7630210
7630172,7630208
7630174,7630208
7630168,7630174
7630166,7630174
7630162,7630166
7630160,7630166
7630586,7630226
7630588,7630232
7630214,7630588
7630216,7630588
7630198,7630216
7630236,7630238
7630582,7630236
7630584,7630236
7630580,7630596
7630188,7630580
7630190,7630580
7630578,7630218
7630204,7630578
7630202,7630578
7630184,7630202
7630186,7630202
7630222,7630220
7630234,7630230
7630262,7630260
7630252,7630266
7630266,7630262
7630258,7630262
7630250,7630248
7630270,7630250
7630268,7630250
7630306,7630304
7630290,7630306
7630292,7630306
7630350,7630330
7630348,7630350
7630354,7630348
7630358,7630354
7630360,7630358
7630362,7630360
7630376,7630362
7630384,7630376
7630412,7630384
7630418,7630412
7630428,7630418
7630448,7630428
7630460,7630448
7630344,7630348
7630322,7630344
7630324,7630344
7630356,7630354
7630352,7630360
7630336,7630352
7630334,7630352
7630364,7630362
7630378,7630376
7630368,7630378
7630370,7630378
7630392,7630384
7630434,7630392
7630390,7630392
7630430,7630428
7630432,7630430
7630442,7630430
7630462,7630448
7630472,7630418
7630478,7630472
7630500,7630472
7630450,7630412
7630420,7630358
7630404,7630350
7630410,7630388
7630438,7630406
7630440,7630438
7630464,7630440
7630488,7630464
7630454,7630440
7630490,7630464
7630474,7630438
7630524,7630480
7630522,7630506
7630530,7630512
7630496,7630492
7630446,7630414
7630468,7630446
7630486,7630446
7630396,7630382
7630400,7630396
7630598,7630400
7630422,7630598
7630452,7630422
7630456,7630452
7630466,7630456
7630470,7630466
7630518,7630470
7630476,7630456
7630504,7630476
7630498,7630476
7630520,7630466
7630482,7630452
7630444,7630422
7630408,7630598
7630398,7630400
7630394,7630396
7630312,7630310
7630314,7630312
7630326,7630312
7630288,7630284
7630264,7630242
7630240,7630242
7630272,7630590
7630228,7630224
7630256,7630254
7630302,7630298
7630316,7630302
7630372,7630316
7630300,7630302
7630294,7630300
7630332,7630294
7630286,7630300
7630296,7630294
7630318,7630316
7630320,7630318
7630346,7630318
7630416,7630374
7630426,7630402
7630386,7630338
7630282,7630278
7630280,7630282
7630308,7630282
7630328,7630308
7628252,7630328
7630380,7628338
7628338,7628252
7630366,7630308
7628278,7628252
7630274,7630244
7628066,7628030
7628158,7628066
7628164,7628066
7628088,7628858
7628168,7628088
7628162,7628088
7628130,7628008
7628022,7628856
7628118,7628022
7628106,7628022
7628854,7628852
7627950,7627960
7628144,7628142
7628138,7628180
7628092,7628138
7628094,7628138
7628172,7628170
7628148,7628172
7628146,7628172
7628198,7628200
7628220,7628208
7628256,7628298
7628264,7628276
7628242,7628250
7628228,7628218
7628354,7628228
7628354,7628226
7628226,7628236
7628322,7628244
7628326,7628258
7628260,7628268
7628366,7628268
7628268,7628266
7628282,7628270
7628360,7628332
7628408,7628404
7628386,7628408
7628384,7628386
7628384,7628388
7628388,7628408
7628416,7628438
7628428,7628430
7628406,7628414
7630436,7628406
7628414,7628428
7630494,7630436
7630484,7630436
7628432,7628428
7628468,7628466
7630458,7628468
7630502,7628490
7628490,7628484
7630510,7628526
7628526,7628522
7630514,7628538
7628538,7628530
7630516,7630514
7628530,7628524
7628482,7628424
7628476,7628434
7628532,7628476
7628488,7628476
7628502,7628410
7628510,7628502
7628560,7628510
7628588,7628578
7628574,7628560
7628578,7628574
7628590,7628588
7628516,7628502
7628562,7628560
7628564,7628562
7628558,7628562
7628580,7628558
7628554,7628558
7628612,7628588
7628552,7628510
7628542,7628528
7628586,7628556
7628600,7628586
7628602,7628600
7628606,7628602
7628610,7628608
7628608,7628604
7628630,7628604
7628592,7628586
7628616,7628606
7628616,7628610
7628604,7628600
7628614,7628582
7628618,7628614
7628622,7628618
7628624,7628622
7628638,7628614
7628628,7628618
7628632,7628628
7628642,7628632
7628636,7628632
7628626,7628622
7628576,7628584
7628598,7628596
7628534,7628506
7628486,7628470
7628514,7628486
7628536,7628486
7628448,7628436
7628444,7628448
7628442,7628444
7628500,7628448
7628452,7628444
7628464,7628452
7628508,7628452
7628426,7628324
7628520,7628426
7628450,7628426
7628518,7628450
7628572,7628450
7628364,7628284
7628394,7628364
7628458,7628394
7628392,7628394
7628362,7628364
7628188,7628166
7628248,7628188
7628286,7628188
7628206,7628110
7628192,7628114
7628216,7628196
7628376,7628216
7628348,7628216
7628368,7628328
7628390,7628352
7628420,7628380
7628454,7628422
7628456,7628454
7628462,7628454
7628472,7628462
7628540,7628472
7628480,7628472
7628548,7628480
7628550,7628480
7628512,7628462
7628544,7628512
7628546,7628512
7628888,7628886
7628494,7628496
7628884,7628460
7628240,7628238
7628178,7628176
7628124,7628126
7627978,7628064
7628096,7627982
7628184,7628096
7628190,7628184
7628230,7628190
7628874,7628230
7628318,7628874
7628336,7628318
7628346,7628336
7628372,7628346
7628474,7628372
7628098,7628096
7628140,7628098
7628100,7628098
7628202,7628184
7628310,7628230
7628882,7628318
7628398,7628346
7628400,7628372
7628342,7628336
7628382,7628342
7628374,7628342
7628302,7628874
7628870,7628190
7628210,7628870
7628254,7628870
7627966,7628072
7628044,7628080
7628194,7628108
7628234,7628194
7628294,7628246
7628370,7628294
7628312,7628294
7628378,7628304
7628418,7628350
7628350,7628344
7628446,7628334
7628232,7628212
7628214,7628182
7628300,7628214
7628396,7628300
7628330,7628300
7628224,7628214
7628204,7628222
7628222,7628224
7628296,7628224
7628186,7628134
7628136,7628128
7628038,7628006
7628000,7627994
7628074,7627972
7628150,7628074
7628120,7628074
7628058,7628832
7627932,7627938
7628104,7628026
7628090,7628020
7627990,7627974
7628084,7628032
7628060,7628028
7628086,7628060
7628154,7628086
7628160,7628086
7628122,7628060
7628112,7628068
7628152,7628132
7628132,7628868
7627968,7629388
7629388,7629390
7627904,7629372
7629372,7629380
7627906,7629366
7629366,7629364
7629364,7629370
7627894,7629362
7629362,7629368
7627694,7627724
7627792,7627724
7627794,7627792
7627790,7627794
7627750,7627790
7627826,7627750
7627880,7627826
7627702,7627790
7627738,7627750
7627698,7627738
7627700,7627698
7627696,7627738
7627692,7627698
7627814,7627826
7627842,7627794
7627870,7627792
7627472,7627470
7627532,7627548
7627352,7629308
7629308,7629296
7629430,7627352
7627348,7629292
7629292,7637446
7627176,7629280
7629280,7629290
7627608,7627480
7627480,7637434
7627450,7637434
7627482,7629320
7627522,7627482
7627578,7627522
7627658,7627578
7627594,7627522
7627586,7627578
7627618,7627586
7627684,7627618
7627650,7627586
7627690,7627650
7627676,7627650
7627784,7627618
7627406,7629316
7627392,7627406
7627388,7627392
7627310,7627388
7627308,7627388
7627266,7627308
7627264,7627308
7627410,7627392
7627402,7627410
7627284,7627402
7627302,7627284
7627278,7627284
7627412,7627410
7627434,7627412
7627460,7627434
7627520,7627460
7627634,7627520
7627438,7627434
7627432,7627438
7627420,7627432
7627456,7627438
7627504,7627456
7627518,7627504
7627452,7627456
7628800,7627452
7627496,7627502
7627502,7627504
7627576,7627520
7627538,7627460
7627506,7627430
7627430,7627412
7627464,7627406
7627314,7629302
7627256,7627314
7627210,7627256
7627204,7627258
7627258,7627314
7627202,7629272
7627094,7627074
7627074,7629264
7627046,7629256
7627002,7629236
7627000,7627002
7627030,7627002
7626978,7629186
7627014,7629246
7627016,7627014
7627050,7627014
7627072,7629242
7627138,7629254
7627178,7637442
7628784,7627164
7627260,7628784
7627320,7627260
7627188,7628784
7627198,7627188
7627224,7627182
7627228,7627224
7627366,7627228
7628796,7627224
7627330,7628796
7627372,7628796
7627282,7627228
7627196,7629436
7628778,7629266
7628776,7627018
7627018,7629232
7627028,7629212
7626956,7629192
7626994,7626956
7626966,7626956
7626944,7629174
7626918,7629104
7626912,7629108
7626858,7629092
7626914,7629158
7627086,7627070
7627086,7627068
7627086,7627066
7627160,7627086
7627192,7627160
7627234,7627192
7627292,7627234
7627316,7627292
7627152,7627086
7627362,7627290
7627290,7627152
7627236,7627152
7627342,7627160
7627418,7627292
7627360,7627234
7627144,7627080
7627146,7627122
7627346,7627146
7627150,7627146
7627286,7627216
7627368,7627340
7627370,7627368
7627386,7627370
7627380,7627374
7627374,7627368
7627404,7627380
7627444,7627380
7627446,7627428
7627440,7627382
7627294,7627270
7627250,7627252
7627254,7627250
7627248,7627250
7627246,7627248
7627242,7627246
7627268,7627242
7627326,7627268
7627280,7627268
7627238,7627246
7627194,7627168
7627166,7627194
7627170,7627194
7627124,7627130
7627084,7627124
7627088,7627124
7627120,7627132
7627104,7627120
7627102,7627120
7627108,7627118
7627036,7627024
7627040,7627024
7627024,7628772
7628768,7626958
7626986,7628768
7626968,7626986
7626948,7626968
7626938,7626948
7627010,7627004
7627004,7628768
7627020,7627010
7626992,7626986
7626970,7626968
7626928,7626948
7626976,7629222
7627008,7626976
7628774,7627008
7628774,7627006
7627062,7628774
7627158,7627062
7627208,7627158
7627322,7627208
7627344,7627322
7627042,7628774
7627106,7627062
7627162,7627158
7627156,7627162
7627218,7627208
7627006,7626976
7628770,7629220
7628766,7629208
7626822,7629068
7628752,7629140
7626926,7629434
7626936,7626926
7626940,7626936
7626940,7626934
7627048,7628762
7628762,7626940
7628756,7629434
7628764,7626940
7626960,7628764
7626972,7626960
7626998,7626972
7627022,7626998
7627034,7627022
7629868,7627032
7627032,7627034
7626962,7626960
7626996,7626998
7626990,7626996
7626984,7626990
7629820,7626984
7629818,7629820
7629812,7629818
7626988,7626996
7626982,7626990
7629810,7629818
7629848,7629820
7629872,7627054
7627054,7627034
7627092,7627022
7627026,7626972
7627110,7627026
7627148,7627110
7627276,7627148
7627288,7627276
7627306,7627288
7627328,7627306
7627116,7627026
7627134,7627116
7627312,7627134
7629986,7627312
7627126,7627116
7627128,7627126
7629910,7627114
7627114,7627128
7629972,7629910
7629914,7629910
7627190,7627128
7627332,7627306
7627426,7627394
7627394,7627332
7627354,7627332
7627200,7627148
7627214,7627200
7627318,7627214
7627298,7627214
7627304,7627298
7627416,7627304
7627336,7627334
7627334,7627304
7627364,7627336
7627338,7627336
7627350,7627298
7627212,7627214
7627186,7627140
7627140,7627110
7627064,7628764
7626934,7626926
7626886,7629142
7628748,7626886
7626824,7628748
7626826,7626824
7626820,7628748
7626816,7626820
7626818,7626820
7628750,7626886
7626876,7628750
7626878,7626876
7626890,7626878
7626916,7626890
7626916,7626888
7629766,7626920
7626920,7626916
7626850,7628750
7626832,7626850
7626830,7626832
7626830,7626834
7626836,7626832
7626836,7626834
7626848,7626836
7626854,7626848
7626854,7626846
7629748,7626854
7626846,7626836
7626834,7626850
7626930,7626916
7629786,7626930
7626888,7626878
7626924,7626894
7626894,7626876
7626812,7629080
7629694,7630624
7629706,7629694
7629718,7629694
7629680,7630604
7629698,7630618
7629700,7629708
7629712,7629710
7629724,7629726
7629740,7629732
7629762,7629744
7629792,7629790
7629752,7629792
7629754,7629792
7629800,7629808
7629798,7629802
7629794,7629798
7629782,7629794
7629776,7629782
7629758,7629776
7629788,7629798
7629736,7629788
7630562,7629736
7629730,7629736
7629738,7629788
7629780,7629794
7629764,7629776
7629778,7629782
7629846,7629844
7629842,7629846
7629852,7629842
7630566,7629852
7629840,7629846
7629838,7629842
7630568,7629852
7629834,7630568
7629858,7630568
7629888,7629886
7629896,7629900
7629924,7629898
7629934,7629924
7629952,7629924
7629920,7629876
7629890,7629864
7629870,7629832
7629902,7629828
7629850,7629816
7629892,7629850
7629862,7629850
7629836,7629804
7629822,7629806
7629860,7629856
7629882,7629880
7629906,7629882
7629908,7629882
7629936,7629944
7629938,7629940
7629980,941010102
7629956,7629984
7629930,7629956
7629928,7629956
7629968,7629960
7629974,7629968
7629976,7629974
7629970,7629968
7629996,7629974
7630020,7629982
7630040,7630038
7630060,7630058
7630080,7630082
7630078,7630072
7630102,7630090
7630150,7630110
7630158,7630156
7630180,7630176
7630176,7630164
7630572,7630180
7630182,7630180
7630574,7630212
7630196,7630152
7630130,7630118
7630154,7630130
7630128,7630130
7630104,7630056
7630100,7630068
7630142,7630086
7630570,7630070
7630044,7630046
7630000,7629950
7629988,7629942
7629998,7629990
7630006,7629998
7630016,7630006
7630036,7630016
7630062,7630036
7630096,7630062
7630108,7630096
7630136,7630108
7630004,7630006
7630042,7630036
7630064,7630042
7630050,7630042
7630124,7630096
7630116,7630108
7630144,7630116
7630126,7630116
7630066,7630062
7630026,7630016
7630098,7630026
7630084,7630026
7630002,7629998
7630048,7630024
7630122,7630048
7630114,7630048
7630030,7630032
7630074,7630030
7630028,7630030
7629962,7629964
7629958,7629962
7629932,7629958
7629954,7629932
7629992,7629962
7629966,7629958
7629922,7629932
7629946,7629948
7629918,7629916
7629874,7629866
7629884,7629874
7629912,7629874
7629854,7629830
7629824,7629826
7629750,7629746
7629760,7629742
7629756,7629760
7629796,7629760
7629734,7629720
7630564,7629714
7629676,7630612
7629668,7629676
7629666,7629668
7629660,7629668
7629678,7629676
7629672,7630606
7629622,7625964
7625964,7626232
7625962,7626224
7625518,7626222
7625506,7625518
7625958,7625506
7625960,7625518
7625954,7625506
7625510,7625954
7625516,7625510
7625552,7625516
7629684,7625552
7625488,7625954
7625480,7625488
7625472,7625480
7625456,7625472
7625444,7625456
7625434,7625444
7625424,7625434
7625470,7625480
7625454,7625472
7625432,7625444
7625450,7625434
7625458,7625456
7625492,7625488
7625490,7625492
7625520,7625516
7625528,7625520
7625534,7625528
7629624,7625550
7625550,7625534
7629630,7629624
7629642,7629630
